customer_id,signup_date,region,age_group,subscription_type,monthly_revenue,tenure_months,monthly_login_count,average_session_time_minutes,features_used,last_login_days_ago,complaint_count,response_time_hours,resolution_time_hours,customer_satisfaction_score,churn
10041,2022-12-18,Leeds,46-60,Professional,79,36,14.166666666666666,26.000185509042115,4.5,31.416666666666668,1.0,35.155839686218656,29.46268060488133,3.0,0
10042,2021-05-25,Leeds,46-60,Basic,29,56,15.5,24.59924624455609,5.583333333333333,28.416666666666668,0.0,0.0,0.0,10.0,0
10043,2024-09-01,London,46-60,Basic,29,16,12.166666666666666,21.945197390211764,5.5,33.75,2.0,17.675534205549607,68.61735772791582,10.0,0
10044,2024-02-08,Manchester,36-45,Basic,29,23,13.666666666666666,22.263579714044173,5.166666666666667,22.5,2.0,8.212068033284956,63.46869291936956,5.5,0
10045,2021-11-30,London,26-35,Basic,29,49,16.75,28.23024050886564,5.666666666666667,31.75,3.0,5.555062502140808,50.03402369263132,4.0,0
10046,2022-09-02,London,18-25,Professional,79,40,15.916666666666666,23.925427519317157,4.833333333333333,30.5,3.0,14.810265883030372,13.759873815668232,3.0,0
10047,2024-12-11,Leeds,46-60,Basic,29,12,22.75,19.65757943486395,4.166666666666667,27.75,0.0,0.0,0.0,10.0,0
10048,2020-07-08,Bristol,46-60,Basic,29,66,4.0,25.61530620801199,2.0,61.0,4.0,26.442539874914004,76.75367697619312,6.0,1
10049,2022-08-15,Glasgow,18-25,Enterprise,199,41,12.416666666666666,22.056050299740143,4.5,30.0,4.0,34.742218308600044,70.49168515073629,7.5,0
10050,2021-11-17,Birmingham,46-60,Basic,29,50,11.25,27.23457809723045,5.75,30.33333333333333,1.0,7.405858614608977,36.727126223682944,5.0,0
10051,2022-08-15,London,26-35,Professional,79,41,24.0,25.89235275355814,4.0,21.33333333333333,4.0,5.808253040494855,38.05427897270569,3.5,0
10052,2021-07-16,London,60+,Enterprise,199,54,16.0,27.335509392788136,3.583333333333333,35.5,0.0,0.0,0.0,10.0,0
10053,2024-05-09,Bristol,18-25,Professional,79,20,10.833333333333334,27.699615352881484,5.416666666666667,33.916666666666664,6.0,29.3852814796456,56.34297503065876,5.0,0
10054,2023-06-21,Birmingham,36-45,Professional,79,30,14.75,25.521538326900917,5.666666666666667,34.583333333333336,6.0,8.457054292061978,87.3455952999634,8.75,0
10055,2022-04-11,Birmingham,18-25,Basic,29,45,16.0,23.61113024207833,5.0,19.75,1.0,46.73701069358648,48.82334858973534,9.0,0
10056,2024-03-08,Leeds,26-35,Basic,29,22,13.166666666666666,25.2857828944621,5.166666666666667,28.25,3.0,37.59429205752727,29.07097380106013,5.0,0
10057,2023-02-28,Leeds,36-45,Professional,79,34,11.583333333333334,26.35399853811453,4.75,28.0,0.0,0.0,0.0,10.0,0
10058,2024-02-17,Bristol,60+,Professional,79,22,16.25,25.178655750949115,5.083333333333333,22.83333333333333,7.0,26.20786444419297,77.4870679089592,2.75,1
10059,2021-10-08,London,46-60,Basic,29,51,18.08333333333333,25.45194570956473,5.25,28.33333333333333,5.0,36.92172629188863,35.7150329871468,5.333333333333333,0
10060,2020-01-21,Leeds,18-25,Professional,79,72,12.75,19.26318457444489,5.166666666666667,25.33333333333333,7.0,28.854670648886728,76.68949051870054,4.333333333333333,1
10061,2022-04-20,Bristol,36-45,Enterprise,199,45,2.0,25.325699737391968,1.0,116.0,5.0,25.60519174993933,35.26760939238389,6.5,1
10062,2020-06-15,London,18-25,Basic,29,67,18.166666666666668,24.4963948689736,6.416666666666667,32.75,0.0,0.0,0.0,10.0,0
10063,2023-07-21,Birmingham,60+,Professional,79,29,3.0,31.15327244979814,2.0,69.0,3.0,28.66211055359896,87.57584444714354,6.0,1
10064,2021-01-22,Manchester,18-25,Professional,79,60,13.333333333333334,27.387427713985197,5.583333333333333,32.75,0.0,0.0,0.0,10.0,0
10065,2021-08-23,Glasgow,36-45,Professional,79,53,12.166666666666666,22.775320418566377,4.583333333333333,20.166666666666668,5.0,39.80678559715027,14.211926701581344,4.0,0
10066,2020-11-11,London,26-35,Professional,79,62,13.25,22.728135393951465,5.5,40.16666666666666,7.0,26.8322315631378,66.28272214975318,4.666666666666667,1
10067,2020-01-14,Birmingham,36-45,Professional,79,72,12.166666666666666,23.263317791530696,4.75,25.25,0.0,0.0,0.0,10.0,0
10068,2020-08-29,London,18-25,Basic,29,65,14.833333333333334,22.929824207859067,6.0,36.333333333333336,12.0,17.75312309539347,92.30621153502406,5.6,0
10069,2022-02-15,Leeds,60+,Basic,29,47,0.0,26.89575203328652,1.0,103.0,1.0,16.033023031575496,94.53741587865385,10.0,1
10070,2023-10-01,London,46-60,Basic,29,27,12.916666666666666,18.2113860091918,5.0,24.25,1.0,9.65584419391503,31.58810866715887,2.0,0
10071,2021-07-18,London,46-60,Professional,79,54,12.75,25.876123005765223,5.0,36.41666666666666,5.0,23.020022101579656,19.38904823222619,5.5,0
10072,2022-06-16,Manchester,60+,Professional,79,43,17.833333333333332,29.5669208965658,5.583333333333333,25.58333333333333,2.0,10.474540673448864,51.94520456672391,5.0,0
10073,2023-09-25,Glasgow,18-25,Enterprise,199,27,13.916666666666666,21.369985520469545,5.5,21.166666666666668,2.0,40.68659509725663,18.399935271272188,8.0,0
10074,2020-04-01,London,60+,Professional,79,70,18.33333333333333,27.10607025433879,5.583333333333333,27.33333333333333,1.0,41.17739821124989,37.9335292118119,7.0,0
10075,2023-10-22,London,18-25,Professional,79,26,21.33333333333333,20.86270165512723,5.666666666666667,30.25,3.0,14.815846027138264,78.7883885282858,1.0,0
10076,2022-08-13,Leeds,36-45,Professional,79,41,16.416666666666668,28.2425924113933,5.583333333333333,32.166666666666664,3.0,42.92722914240134,108.3775566735604,10.0,0
10077,2024-01-18,Birmingham,26-35,Basic,29,23,15.25,23.5193577308753,5.833333333333333,22.75,3.0,18.36523840314783,37.33906171684908,7.0,0
10078,2023-12-22,Glasgow,18-25,Professional,79,24,18.25,23.351837207497983,5.583333333333333,31.0,2.0,31.17158374742641,107.23067837593128,10.0,0
10079,2021-05-23,London,46-60,Professional,79,56,17.75,22.64435478475164,4.75,22.83333333333333,5.0,36.02170789569204,58.26213661912042,6.0,0
10080,2022-02-14,Birmingham,46-60,Enterprise,199,47,15.5,25.51237607362012,5.416666666666667,36.25,6.0,29.55584923932282,63.46573187616618,7.333333333333333,0
10081,2020-02-04,London,26-35,Basic,29,71,12.666666666666666,25.4698757960436,5.416666666666667,25.33333333333333,7.0,18.6659569271756,70.34838277515968,6.333333333333333,0
10082,2020-07-24,London,18-25,Enterprise,199,66,18.0,26.969441006589363,3.8333333333333335,23.0,3.0,12.51584401973453,92.72887582532256,9.0,0
10083,2023-01-09,Leeds,26-35,Professional,79,36,18.666666666666668,26.242354350942136,4.333333333333333,30.33333333333333,0.0,0.0,0.0,10.0,0
10084,2024-05-04,Birmingham,36-45,Basic,29,20,13.166666666666666,26.83999180743802,5.083333333333333,23.666666666666668,0.0,0.0,0.0,10.0,0
10085,2023-11-12,Leeds,26-35,Basic,29,26,15.166666666666666,24.586083637560737,5.75,35.0,4.0,20.42034767056113,43.517778733395375,6.0,0
10086,2022-10-22,Manchester,36-45,Basic,29,38,16.0,20.51532832280337,5.25,31.83333333333333,0.0,0.0,0.0,10.0,0
10087,2022-10-18,Manchester,46-60,Professional,79,39,17.083333333333332,21.16236126970293,4.0,37.41666666666666,6.0,28.563160429316543,53.322136015840776,7.0,0
10088,2023-11-14,Manchester,36-45,Basic,29,25,16.25,28.92269729449852,6.166666666666667,29.25,0.0,0.0,0.0,10.0,0
10089,2021-07-19,Glasgow,18-25,Basic,29,54,16.583333333333332,27.773164317991085,5.083333333333333,32.416666666666664,0.0,0.0,0.0,10.0,0
10090,2023-02-03,London,18-25,Enterprise,199,35,16.75,22.959289042872285,5.083333333333333,38.583333333333336,0.0,0.0,0.0,10.0,0
10091,2024-11-30,London,18-25,Professional,79,13,10.25,21.939167546297924,4.5,30.75,3.0,23.88912742501605,91.689031809447,4.5,0
10092,2024-02-09,Manchester,18-25,Professional,79,23,18.33333333333333,22.009086666515515,5.75,29.416666666666668,0.0,0.0,0.0,10.0,0
10093,2021-12-03,Birmingham,60+,Basic,29,49,12.833333333333334,25.84886503484078,5.166666666666667,33.416666666666664,2.0,27.92612289354524,58.83685726960716,6.5,0
10094,2021-02-05,London,36-45,Professional,79,59,19.416666666666668,25.012700522481826,5.333333333333333,30.166666666666668,7.0,21.193332325995986,36.01942475632469,3.0,1
10095,2021-12-30,Glasgow,18-25,Basic,29,48,4.0,27.37691952520832,2.0,90.0,1.0,45.35596497134897,28.642554266720477,2.0,1
10096,2024-04-28,London,26-35,Enterprise,199,20,14.916666666666666,27.44231851256698,4.5,33.583333333333336,2.0,32.24702260638696,45.76697599355729,6.0,0
10097,2020-06-10,Bristol,26-35,Basic,29,67,15.75,26.725141763217163,6.666666666666667,25.83333333333333,1.0,38.89910499441012,27.888885804677173,4.0,0
10098,2020-07-20,London,60+,Professional,79,66,9.083333333333334,27.33471153201239,4.666666666666667,25.916666666666668,1.0,26.232015241078685,64.55653294591005,6.0,0
10099,2022-09-22,Leeds,36-45,Professional,79,39,20.5,24.253924735168894,4.0,32.75,0.0,0.0,0.0,10.0,0
10100,2020-09-26,Glasgow,36-45,Professional,79,64,14.666666666666666,25.231895304636502,3.1666666666666665,27.666666666666668,4.0,12.842041369191843,42.43155860445866,8.0,0
10101,2022-03-26,London,36-45,Professional,79,45,16.75,20.610022834862416,4.333333333333333,28.75,8.0,24.249311359321094,66.96340726617707,2.333333333333333,1
10102,2023-07-18,Glasgow,60+,Basic,29,29,14.333333333333334,27.321933727940152,4.25,30.666666666666668,2.0,14.184676525038928,65.94722284767795,6.0,0
10103,2021-03-31,Manchester,36-45,Basic,29,57,14.333333333333334,23.47697808503617,4.75,26.166666666666668,2.0,43.117189565376606,53.16598982639247,5.0,0
10104,2024-01-25,Glasgow,36-45,Professional,79,23,4.0,24.478303195719644,1.0,81.0,3.0,5.752392841551543,94.4638745058204,5.0,1
10105,2024-10-16,Leeds,18-25,Professional,79,14,15.916666666666666,28.74298892573032,5.75,41.91666666666666,1.0,6.727744947621638,57.00789023743496,7.0,0
10106,2023-06-29,Manchester,36-45,Basic,29,30,12.416666666666666,28.424975707299936,6.166666666666667,31.666666666666668,4.0,26.358659519948848,27.83025066170918,6.5,0
10107,2022-10-13,London,18-25,Basic,29,39,0.0,25.348226369887566,1.0,86.0,3.0,26.24256229781459,50.28587671957134,7.0,1
10108,2024-09-21,Manchester,18-25,Professional,79,15,19.08333333333333,29.76603373332497,4.416666666666667,43.91666666666666,9.0,28.417683071768696,62.17193588337032,3.6666666666666665,1
10109,2020-10-22,London,36-45,Enterprise,199,63,13.916666666666666,22.123909454260478,3.8333333333333335,28.916666666666668,3.0,33.26307871224899,62.81970182297291,10.0,0
10110,2024-10-14,London,26-35,Professional,79,14,2.0,26.578162969952203,1.0,103.0,9.0,38.99236988832909,42.27992820036993,5.333333333333333,1
10111,2021-12-20,London,46-60,Enterprise,199,49,13.833333333333334,25.804104253347223,4.583333333333333,31.166666666666668,4.0,32.19362514939825,51.37528540597412,5.5,0
10112,2024-11-07,Manchester,26-35,Professional,79,13,12.416666666666666,29.082395205622674,4.166666666666667,24.5,0.0,0.0,0.0,10.0,0
10113,2020-12-03,Leeds,36-45,Basic,29,61,16.25,21.91791783271553,6.25,20.5,2.0,35.846230884755954,71.5678335639727,9.0,0
10114,2022-05-28,London,36-45,Basic,29,43,16.666666666666668,26.249278882956958,4.666666666666667,26.08333333333333,0.0,0.0,0.0,10.0,0
10115,2022-12-12,London,26-35,Professional,79,37,15.583333333333334,24.68217873131584,3.6666666666666665,31.916666666666668,0.0,0.0,0.0,10.0,0
10116,2022-03-02,Birmingham,36-45,Professional,79,46,4.0,22.245829250479883,1.0,56.0,4.0,26.2848528965358,8.20373221055615,9.0,1
10117,2020-08-04,London,18-25,Professional,79,65,15.916666666666666,23.10006432705952,5.25,26.916666666666668,2.0,37.33558630651943,52.49809609079525,7.0,0
10118,2022-02-02,London,60+,Professional,79,47,0.0,21.24818013128144,1.0,117.0,4.0,11.856676681571232,61.6641257431311,4.5,1
10119,2020-07-06,London,36-45,Enterprise,199,66,13.333333333333334,18.92235091599809,5.916666666666667,33.416666666666664,5.0,28.71025978352813,35.135484465349585,5.0,0
10120,2021-01-14,Glasgow,36-45,Professional,79,60,10.25,30.207049743396936,4.333333333333333,30.75,0.0,0.0,0.0,10.0,0
10121,2021-05-07,Bristol,26-35,Basic,29,56,15.5,27.562825828786234,4.916666666666667,34.25,2.0,18.272538745169182,55.8826951431974,2.5,0
10122,2022-11-30,Manchester,18-25,Basic,29,37,12.083333333333334,28.088814905293123,5.833333333333333,37.583333333333336,3.0,46.522803144557706,42.73982346881326,4.0,0
10123,2023-03-26,Leeds,26-35,Professional,79,33,15.333333333333334,21.1323587278988,5.416666666666667,29.58333333333333,3.0,23.408252378941896,87.60890851340002,8.5,0
10124,2020-01-15,Birmingham,26-35,Enterprise,199,72,14.666666666666666,22.46058638441835,5.916666666666667,28.25,4.0,27.36636385773017,50.55973872380271,2.0,0
10125,2020-03-05,Leeds,36-45,Basic,29,70,15.833333333333334,24.08091622529053,4.916666666666667,29.416666666666668,5.0,29.850474125212493,38.91897300383204,4.0,0
10126,2021-06-04,Leeds,18-25,Enterprise,199,55,10.083333333333334,25.942507809784363,5.0,42.083333333333336,9.0,22.680048250559707,88.31637100766383,4.25,1
10127,2023-09-29,Birmingham,36-45,Enterprise,199,27,12.5,21.466778145682245,4.916666666666667,34.833333333333336,2.0,13.107438174258917,108.35444480059545,1.0,0
10128,2023-02-26,London,36-45,Professional,79,34,15.583333333333334,22.421029379630426,4.166666666666667,28.83333333333333,0.0,0.0,0.0,10.0,0
10129,2021-10-09,London,36-45,Basic,29,51,17.083333333333332,31.93193611382792,4.916666666666667,35.25,4.0,25.841588532082863,51.75494326758138,9.0,0
10130,2024-02-04,Manchester,36-45,Basic,29,23,13.416666666666666,25.541255129592034,2.6666666666666665,34.333333333333336,1.0,39.74172279297562,77.40743812875868,2.0,0
10131,2022-12-22,Bristol,60+,Basic,29,36,14.166666666666666,22.43744279459966,3.4166666666666665,27.25,7.0,32.33566741986878,23.18846747158861,3.75,1
10132,2023-03-08,Birmingham,46-60,Basic,29,34,11.416666666666666,23.166929148037507,5.833333333333333,30.58333333333333,0.0,0.0,0.0,10.0,0
10133,2024-03-02,Bristol,18-25,Professional,79,22,14.083333333333334,22.96909171557421,4.833333333333333,24.25,0.0,0.0,0.0,10.0,0
10134,2021-08-15,Glasgow,60+,Basic,29,53,17.083333333333332,22.933539362437276,5.333333333333333,41.41666666666666,8.0,21.570797267582854,60.61507603311859,6.333333333333333,0
10135,2021-01-26,London,46-60,Professional,79,60,16.583333333333332,25.55424329708138,5.583333333333333,23.75,1.0,1.1717383401146808,93.11015174482868,10.0,0
10136,2024-08-25,Leeds,46-60,Basic,29,16,20.5,25.49948051434184,5.166666666666667,31.58333333333333,3.0,16.751200446955224,22.479462936548742,1.0,0
10137,2021-02-22,Leeds,46-60,Basic,29,59,12.916666666666666,24.0327201717849,5.083333333333333,28.75,1.0,24.889008671771,77.33254734841366,2.0,0
10138,2020-10-15,Glasgow,60+,Professional,79,63,3.0,21.169609474359863,1.0,98.0,4.0,29.6700434898756,51.13016962211302,7.333333333333333,1
10139,2021-01-13,Glasgow,18-25,Enterprise,199,60,14.083333333333334,27.092513642152213,4.166666666666667,27.666666666666668,1.0,13.197780125688883,67.4328455946697,2.0,0
10140,2024-12-01,Leeds,26-35,Professional,79,13,15.75,23.836314352796126,4.666666666666667,19.166666666666668,2.0,1.814319990346847,112.35922581762128,9.0,0
10141,2024-02-22,London,46-60,Professional,79,22,17.583333333333332,22.51805724089007,5.666666666666667,25.666666666666668,3.0,17.4546847369923,80.7450328770125,7.0,0
10142,2020-08-18,Leeds,26-35,Professional,79,65,17.583333333333332,25.13614008743887,4.666666666666667,35.25,8.0,33.48680457215377,39.98608633608497,4.75,1
10143,2022-10-14,London,26-35,Professional,79,39,8.083333333333334,22.972026933809037,4.5,28.416666666666668,3.0,20.734550059868692,22.87828851723548,2.0,0
10144,2020-02-10,Leeds,36-45,Enterprise,199,71,15.75,24.142779922064356,4.916666666666667,39.083333333333336,5.0,15.926149717114564,17.851140050711617,4.0,0
10145,2022-11-17,Glasgow,26-35,Basic,29,38,18.916666666666668,22.755774067164992,6.0,27.416666666666668,2.0,6.157030304011503,112.1228172033092,8.0,0
10146,2020-05-14,Manchester,36-45,Enterprise,199,68,19.416666666666668,24.46665101030834,5.75,25.83333333333333,1.0,21.565200514675944,76.29574131652183,1.0,0
10147,2020-07-19,Birmingham,18-25,Basic,29,66,17.083333333333332,23.930755975877727,4.666666666666667,39.0,4.0,34.72055169295005,48.1609300566422,5.5,0
10148,2022-02-18,Manchester,18-25,Enterprise,199,47,11.166666666666666,25.986498654224985,6.083333333333333,27.75,4.0,28.8155971633714,20.80501905118221,7.0,0
10149,2022-07-18,Manchester,36-45,Basic,29,42,15.416666666666666,25.453882251141493,4.833333333333333,30.916666666666668,3.0,35.28122500761994,84.96192450610062,2.0,0
10150,2022-11-22,Manchester,18-25,Enterprise,199,37,14.916666666666666,26.74406000392244,4.5,39.66666666666666,3.0,17.604688796282097,111.34525882656128,5.0,0
10151,2022-12-07,Leeds,46-60,Enterprise,199,37,15.0,23.3325485884081,4.333333333333333,24.166666666666668,3.0,20.428160672760363,59.895734983599965,9.0,0
10152,2021-05-17,Glasgow,18-25,Basic,29,56,18.916666666666668,24.501336913947775,5.416666666666667,39.0,5.0,11.95107709086476,66.39427621800499,4.0,0
10153,2021-02-10,Glasgow,36-45,Enterprise,199,59,12.583333333333334,28.13187607454124,5.0,32.25,2.0,42.15887189923927,65.77131093069248,2.0,0
10154,2024-05-16,London,46-60,Basic,29,19,11.083333333333334,21.95694075786038,4.666666666666667,28.5,2.0,12.736936755221828,57.45051764926571,2.0,0
10155,2024-10-17,Bristol,26-35,Basic,29,14,19.5,28.15332794844172,5.416666666666667,29.25,0.0,0.0,0.0,10.0,0
10156,2022-03-15,Leeds,26-35,Basic,29,46,18.08333333333333,23.21451010753897,5.25,26.166666666666668,0.0,0.0,0.0,10.0,0
10157,2020-04-08,London,26-35,Enterprise,199,69,15.166666666666666,22.066472391524936,6.083333333333333,35.833333333333336,0.0,0.0,0.0,10.0,0
10158,2021-11-14,London,36-45,Professional,79,50,14.75,20.60790630262328,5.416666666666667,28.75,2.0,40.88956795878937,96.43675206824476,4.0,0
10159,2021-12-26,London,26-35,Professional,79,48,12.0,23.82314885452256,4.5,29.0,4.0,29.849427882802523,38.85550252059115,7.0,0
10160,2024-04-19,Glasgow,18-25,Professional,79,20,13.333333333333334,20.597336822958106,4.416666666666667,25.166666666666668,9.0,17.512311097562414,64.53162832505136,6.666666666666667,0
10161,2022-08-18,Birmingham,26-35,Enterprise,199,41,20.08333333333333,24.516614861836377,4.416666666666667,29.166666666666668,1.0,21.36704034188564,61.60771458309421,4.0,0
10162,2024-10-28,Leeds,60+,Professional,79,14,14.666666666666666,23.31735413815365,6.416666666666667,27.58333333333333,3.0,8.186203307708496,109.05288587604464,7.0,0
10163,2021-09-04,London,60+,Basic,29,52,14.5,22.048086824859155,5.5,27.916666666666668,1.0,17.65775828098053,13.095163251044358,2.0,0
10164,2024-01-25,Leeds,26-35,Basic,29,23,11.083333333333334,25.794333336255047,5.166666666666667,16.166666666666668,10.0,22.489613706736208,74.2639270387806,5.75,0
10165,2021-10-04,London,26-35,Basic,29,51,16.416666666666668,24.541249018834595,5.0,33.166666666666664,6.0,23.9159617736827,62.623042280693205,4.666666666666667,1
10166,2024-11-27,Manchester,60+,Professional,79,13,11.25,29.27279773708989,4.833333333333333,29.58333333333333,2.0,26.407666067520744,63.23033584198062,4.0,0
10167,2022-10-25,Birmingham,26-35,Basic,29,38,11.333333333333334,25.43290179531516,4.333333333333333,24.166666666666668,2.0,16.776465808685252,57.68156284267455,9.0,0
10168,2023-05-26,London,46-60,Basic,29,31,15.583333333333334,24.352007734288996,5.416666666666667,31.916666666666668,3.0,12.62913050410718,33.76714127861705,1.5,0
10169,2021-05-17,Bristol,60+,Enterprise,199,56,1.0,29.0291315053574,2.0,72.0,1.0,45.532722760727765,14.269865231048492,9.0,1
10170,2022-02-05,London,36-45,Basic,29,47,11.916666666666666,29.882361506628246,4.333333333333333,35.25,8.0,18.43365053240288,62.41188511270913,7.25,0
10171,2021-02-01,Leeds,60+,Professional,79,59,10.916666666666666,25.3970059209542,4.916666666666667,32.75,8.0,21.32371354719843,73.92543186725106,5.25,0
10172,2022-05-20,Manchester,18-25,Basic,29,44,13.916666666666666,24.35589679816464,5.166666666666667,30.75,3.0,45.30972993769051,57.13881346667089,6.0,0
10173,2022-03-05,Birmingham,46-60,Basic,29,46,14.0,32.20106739337381,4.5,28.166666666666668,6.0,19.06752121555869,49.48877538671536,4.333333333333333,1
10174,2021-01-27,London,36-45,Basic,29,59,9.333333333333334,21.388774521775577,5.583333333333333,25.5,2.0,18.29616795104917,87.13581331556206,3.0,0
10175,2020-07-25,London,26-35,Basic,29,66,18.166666666666668,19.44041903647124,5.0,37.833333333333336,4.0,33.43905811179858,60.408761979740206,8.0,0
